chord_name,chord_symbol,chord_type,root_note,chord_tones,chord_intervals,inversion_type,bass_note,chord_quality,tension_extensions,alterations,common_progressions,chord_scale_relationship,harmonic_series_ratios
D# add9,D#add9,add9,Tone_D#,"Tone_D#, Tone_G, Tone_A#, Tone_F","0,4,7,14",3,F,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
D# sus2,D#sus2,sus2,Tone_D#,"Tone_D#, Tone_F, Tone_A#","0,2,7",root,D#,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
D# sus2,D#sus2,sus2,Tone_D#,"Tone_D#, Tone_F, Tone_A#","0,2,7",1,F,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
D# sus2,D#sus2,sus2,Tone_D#,"Tone_D#, Tone_F, Tone_A#","0,2,7",2,A#,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
D# sus4,D#sus4,sus4,Tone_D#,"Tone_D#, Tone_G#, Tone_A#","0,5,7",root,D#,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
D# sus4,D#sus4,sus4,Tone_D#,"Tone_D#, Tone_G#, Tone_A#","0,5,7",1,G#,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
D# sus4,D#sus4,sus4,Tone_D#,"Tone_D#, Tone_G#, Tone_A#","0,5,7",2,A#,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E major,EM,major,Tone_E,"Tone_E, Tone_G#, Tone_B","0,4,7",root,E,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
E major,EM,major,Tone_E,"Tone_E, Tone_G#, Tone_B","0,4,7",1,G#,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
E major,EM,major,Tone_E,"Tone_E, Tone_G#, Tone_B","0,4,7",2,B,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
E minor,Em,minor,Tone_E,"Tone_E, Tone_G, Tone_B","0,3,7",root,E,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
E minor,Em,minor,Tone_E,"Tone_E, Tone_G, Tone_B","0,3,7",1,G,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
E minor,Em,minor,Tone_E,"Tone_E, Tone_G, Tone_B","0,3,7",2,B,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
E diminished,Edim,diminished,Tone_E,"Tone_E, Tone_G, Tone_A#","0,3,6",root,E,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
E diminished,Edim,diminished,Tone_E,"Tone_E, Tone_G, Tone_A#","0,3,6",1,G,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
E diminished,Edim,diminished,Tone_E,"Tone_E, Tone_G, Tone_A#","0,3,6",2,A#,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
E augmented,Eaug,augmented,Tone_E,"Tone_E, Tone_G#, Tone_C","0,4,8",root,E,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E augmented,Eaug,augmented,Tone_E,"Tone_E, Tone_G#, Tone_C","0,4,8",1,G#,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E augmented,Eaug,augmented,Tone_E,"Tone_E, Tone_G#, Tone_C","0,4,8",2,C,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E major_seventh,EM7,major_seventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D#","0,4,7,11",root,E,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
E major_seventh,EM7,major_seventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D#","0,4,7,11",1,G#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
E major_seventh,EM7,major_seventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D#","0,4,7,11",2,B,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
E major_seventh,EM7,major_seventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D#","0,4,7,11",3,D#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
E minor_seventh,Em7,minor_seventh,Tone_E,"Tone_E, Tone_G, Tone_B, Tone_D","0,3,7,10",root,E,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
E minor_seventh,Em7,minor_seventh,Tone_E,"Tone_E, Tone_G, Tone_B, Tone_D","0,3,7,10",1,G,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
E minor_seventh,Em7,minor_seventh,Tone_E,"Tone_E, Tone_G, Tone_B, Tone_D","0,3,7,10",2,B,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
E minor_seventh,Em7,minor_seventh,Tone_E,"Tone_E, Tone_G, Tone_B, Tone_D","0,3,7,10",3,D,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
E dominant_seventh,E7,dominant_seventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D","0,4,7,10",root,E,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
E dominant_seventh,E7,dominant_seventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D","0,4,7,10",1,G#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
E dominant_seventh,E7,dominant_seventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D","0,4,7,10",2,B,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
E dominant_seventh,E7,dominant_seventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D","0,4,7,10",3,D,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
E diminished_seventh,Edim7,diminished_seventh,Tone_E,"Tone_E, Tone_G, Tone_A#, Tone_C#","0,3,6,9",root,E,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
E diminished_seventh,Edim7,diminished_seventh,Tone_E,"Tone_E, Tone_G, Tone_A#, Tone_C#","0,3,6,9",1,G,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
E diminished_seventh,Edim7,diminished_seventh,Tone_E,"Tone_E, Tone_G, Tone_A#, Tone_C#","0,3,6,9",2,A#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
E diminished_seventh,Edim7,diminished_seventh,Tone_E,"Tone_E, Tone_G, Tone_A#, Tone_C#","0,3,6,9",3,C#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
E half_diminished,Em7b5,half_diminished,Tone_E,"Tone_E, Tone_G, Tone_A#, Tone_D","0,3,6,10",root,E,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
E half_diminished,Em7b5,half_diminished,Tone_E,"Tone_E, Tone_G, Tone_A#, Tone_D","0,3,6,10",1,G,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
E half_diminished,Em7b5,half_diminished,Tone_E,"Tone_E, Tone_G, Tone_A#, Tone_D","0,3,6,10",2,A#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
E half_diminished,Em7b5,half_diminished,Tone_E,"Tone_E, Tone_G, Tone_A#, Tone_D","0,3,6,10",3,D,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
E minor_major_seventh,EmM7,minor_major_seventh,Tone_E,"Tone_E, Tone_G, Tone_B, Tone_D#","0,3,7,11",root,E,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
E minor_major_seventh,EmM7,minor_major_seventh,Tone_E,"Tone_E, Tone_G, Tone_B, Tone_D#","0,3,7,11",1,G,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
E minor_major_seventh,EmM7,minor_major_seventh,Tone_E,"Tone_E, Tone_G, Tone_B, Tone_D#","0,3,7,11",2,B,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
E minor_major_seventh,EmM7,minor_major_seventh,Tone_E,"Tone_E, Tone_G, Tone_B, Tone_D#","0,3,7,11",3,D#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
E ninth,E9,ninth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#","0,4,7,10,14",root,E,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
E ninth,E9,ninth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#","0,4,7,10,14",1,G#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
E ninth,E9,ninth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#","0,4,7,10,14",2,B,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
E ninth,E9,ninth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#","0,4,7,10,14",3,D,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
E ninth,E9,ninth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#","0,4,7,10,14",4,F#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
E eleventh,E11,eleventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A","0,4,7,10,14,17",root,E,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
E eleventh,E11,eleventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A","0,4,7,10,14,17",1,G#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
E eleventh,E11,eleventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A","0,4,7,10,14,17",2,B,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
E eleventh,E11,eleventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A","0,4,7,10,14,17",3,D,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
E eleventh,E11,eleventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A","0,4,7,10,14,17",4,F#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
E eleventh,E11,eleventh,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A","0,4,7,10,14,17",5,A,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
E thirteenth,E13,thirteenth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14,17,21",root,E,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
E thirteenth,E13,thirteenth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14,17,21",1,G#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
E thirteenth,E13,thirteenth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14,17,21",2,B,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
E thirteenth,E13,thirteenth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14,17,21",3,D,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
E thirteenth,E13,thirteenth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14,17,21",4,F#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
E thirteenth,E13,thirteenth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14,17,21",5,A,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
E thirteenth,E13,thirteenth,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_D, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14,17,21",6,C#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
E add9,Eadd9,add9,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_F#","0,4,7,14",root,E,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E add9,Eadd9,add9,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_F#","0,4,7,14",1,G#,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E add9,Eadd9,add9,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_F#","0,4,7,14",2,B,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E add9,Eadd9,add9,Tone_E,"Tone_E, Tone_G#, Tone_B, Tone_F#","0,4,7,14",3,F#,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E sus2,Esus2,sus2,Tone_E,"Tone_E, Tone_F#, Tone_B","0,2,7",root,E,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E sus2,Esus2,sus2,Tone_E,"Tone_E, Tone_F#, Tone_B","0,2,7",1,F#,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E sus2,Esus2,sus2,Tone_E,"Tone_E, Tone_F#, Tone_B","0,2,7",2,B,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E sus4,Esus4,sus4,Tone_E,"Tone_E, Tone_A, Tone_B","0,5,7",root,E,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E sus4,Esus4,sus4,Tone_E,"Tone_E, Tone_A, Tone_B","0,5,7",1,A,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
E sus4,Esus4,sus4,Tone_E,"Tone_E, Tone_A, Tone_B","0,5,7",2,B,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F major,FM,major,Tone_F,"Tone_F, Tone_A, Tone_C","0,4,7",root,F,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
F major,FM,major,Tone_F,"Tone_F, Tone_A, Tone_C","0,4,7",1,A,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
F major,FM,major,Tone_F,"Tone_F, Tone_A, Tone_C","0,4,7",2,C,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
F minor,Fm,minor,Tone_F,"Tone_F, Tone_G#, Tone_C","0,3,7",root,F,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
F minor,Fm,minor,Tone_F,"Tone_F, Tone_G#, Tone_C","0,3,7",1,G#,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
F minor,Fm,minor,Tone_F,"Tone_F, Tone_G#, Tone_C","0,3,7",2,C,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
F diminished,Fdim,diminished,Tone_F,"Tone_F, Tone_G#, Tone_B","0,3,6",root,F,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
F diminished,Fdim,diminished,Tone_F,"Tone_F, Tone_G#, Tone_B","0,3,6",1,G#,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
F diminished,Fdim,diminished,Tone_F,"Tone_F, Tone_G#, Tone_B","0,3,6",2,B,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
F augmented,Faug,augmented,Tone_F,"Tone_F, Tone_A, Tone_C#","0,4,8",root,F,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F augmented,Faug,augmented,Tone_F,"Tone_F, Tone_A, Tone_C#","0,4,8",1,A,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F augmented,Faug,augmented,Tone_F,"Tone_F, Tone_A, Tone_C#","0,4,8",2,C#,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F major_seventh,FM7,major_seventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_E","0,4,7,11",root,F,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
F major_seventh,FM7,major_seventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_E","0,4,7,11",1,A,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
F major_seventh,FM7,major_seventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_E","0,4,7,11",2,C,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
F major_seventh,FM7,major_seventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_E","0,4,7,11",3,E,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
F minor_seventh,Fm7,minor_seventh,Tone_F,"Tone_F, Tone_G#, Tone_C, Tone_D#","0,3,7,10",root,F,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
F minor_seventh,Fm7,minor_seventh,Tone_F,"Tone_F, Tone_G#, Tone_C, Tone_D#","0,3,7,10",1,G#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
F minor_seventh,Fm7,minor_seventh,Tone_F,"Tone_F, Tone_G#, Tone_C, Tone_D#","0,3,7,10",2,C,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
F minor_seventh,Fm7,minor_seventh,Tone_F,"Tone_F, Tone_G#, Tone_C, Tone_D#","0,3,7,10",3,D#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
F dominant_seventh,F7,dominant_seventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#","0,4,7,10",root,F,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
F dominant_seventh,F7,dominant_seventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#","0,4,7,10",1,A,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
F dominant_seventh,F7,dominant_seventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#","0,4,7,10",2,C,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
F dominant_seventh,F7,dominant_seventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#","0,4,7,10",3,D#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
F diminished_seventh,Fdim7,diminished_seventh,Tone_F,"Tone_F, Tone_G#, Tone_B, Tone_D","0,3,6,9",root,F,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
F diminished_seventh,Fdim7,diminished_seventh,Tone_F,"Tone_F, Tone_G#, Tone_B, Tone_D","0,3,6,9",1,G#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
F diminished_seventh,Fdim7,diminished_seventh,Tone_F,"Tone_F, Tone_G#, Tone_B, Tone_D","0,3,6,9",2,B,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
F diminished_seventh,Fdim7,diminished_seventh,Tone_F,"Tone_F, Tone_G#, Tone_B, Tone_D","0,3,6,9",3,D,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
F half_diminished,Fm7b5,half_diminished,Tone_F,"Tone_F, Tone_G#, Tone_B, Tone_D#","0,3,6,10",root,F,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
F half_diminished,Fm7b5,half_diminished,Tone_F,"Tone_F, Tone_G#, Tone_B, Tone_D#","0,3,6,10",1,G#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
F half_diminished,Fm7b5,half_diminished,Tone_F,"Tone_F, Tone_G#, Tone_B, Tone_D#","0,3,6,10",2,B,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
F half_diminished,Fm7b5,half_diminished,Tone_F,"Tone_F, Tone_G#, Tone_B, Tone_D#","0,3,6,10",3,D#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
F minor_major_seventh,FmM7,minor_major_seventh,Tone_F,"Tone_F, Tone_G#, Tone_C, Tone_E","0,3,7,11",root,F,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
F minor_major_seventh,FmM7,minor_major_seventh,Tone_F,"Tone_F, Tone_G#, Tone_C, Tone_E","0,3,7,11",1,G#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
F minor_major_seventh,FmM7,minor_major_seventh,Tone_F,"Tone_F, Tone_G#, Tone_C, Tone_E","0,3,7,11",2,C,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
F minor_major_seventh,FmM7,minor_major_seventh,Tone_F,"Tone_F, Tone_G#, Tone_C, Tone_E","0,3,7,11",3,E,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
F ninth,F9,ninth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G","0,4,7,10,14",root,F,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
F ninth,F9,ninth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G","0,4,7,10,14",1,A,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
F ninth,F9,ninth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G","0,4,7,10,14",2,C,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
F ninth,F9,ninth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G","0,4,7,10,14",3,D#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
F ninth,F9,ninth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G","0,4,7,10,14",4,G,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
F eleventh,F11,eleventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#","0,4,7,10,14,17",root,F,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F eleventh,F11,eleventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#","0,4,7,10,14,17",1,A,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F eleventh,F11,eleventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#","0,4,7,10,14,17",2,C,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F eleventh,F11,eleventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#","0,4,7,10,14,17",3,D#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F eleventh,F11,eleventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#","0,4,7,10,14,17",4,G,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F eleventh,F11,eleventh,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#","0,4,7,10,14,17",5,A#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F thirteenth,F13,thirteenth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#, Tone_D","0,4,7,10,14,17,21",root,F,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F thirteenth,F13,thirteenth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#, Tone_D","0,4,7,10,14,17,21",1,A,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F thirteenth,F13,thirteenth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#, Tone_D","0,4,7,10,14,17,21",2,C,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F thirteenth,F13,thirteenth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#, Tone_D","0,4,7,10,14,17,21",3,D#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F thirteenth,F13,thirteenth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#, Tone_D","0,4,7,10,14,17,21",4,G,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F thirteenth,F13,thirteenth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#, Tone_D","0,4,7,10,14,17,21",5,A#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F thirteenth,F13,thirteenth,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_D#, Tone_G, Tone_A#, Tone_D","0,4,7,10,14,17,21",6,D,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F add9,Fadd9,add9,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_G","0,4,7,14",root,F,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F add9,Fadd9,add9,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_G","0,4,7,14",1,A,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F add9,Fadd9,add9,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_G","0,4,7,14",2,C,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
